Row Labels,Average of AVG_DEPTH,Average of Percent_Cvr
Dictyota spp,6.095999805,36
Gorgonians,6.095999805,3
MacroOtherFleshy,6.095999805,15
Millepora spp,6.095999805,2
Palythoa spp,6.095999805,4
Peysonnellia,6.095999805,1
Porifera spp,6.095999805,1
Rhodophyta cru. spp,6.095999805,5
Siderastrea siderea,6.095999805,1
Turf Algae Free of Sediment,6.095999805,1
Turf Algae with Sediment,6.095999805,23
1233,3.200399898,5.285714286
Acropora cervicornis,3.200399898,1
Agaricia agaricites,3.200399898,1
Bare Substrate,3.200399898,22
Cyanophyta spp,3.200399898,2
Erythropodium caribaeorum,3.200399898,6
Gorgonians,3.200399898,3
Halimeda spp,3.200399898,3
MacroOtherFleshy,3.200399898,1
Millepora spp,3.200399898,1
Montastraea cavernosa,3.200399898,1
Orbicella annularis,3.200399898,1
Orbicella faveolata,3.200399898,7
Palythoa spp,3.200399898,1
Porifera spp,3.200399898,10
Porites astreoides,3.200399898,2
Porites furcata,3.200399898,1
Pseudodiploria strigosa,3.200399898,3
Rhodophyta cru. spp,3.200399898,5
Siderastrea siderea,3.200399898,4.5
Stephanocoenia intersepta,3.200399898,1
Turf Algae Free of Sediment,3.200399898,34.5
1243,25.45079919,5.882352941
Agaricia agaricites,25.45079919,1
Cliona spp,25.45079919,3
Cyanophyta spp,25.45079919,10
Dictyota spp,25.45079919,4
Encrusting gorgonian,25.45079919,7
Halimeda spp,25.45079919,4
Lobophora spp,25.45079919,10
MacroOtherFleshy,25.45079919,1
Millepora spp,25.45079919,1
Montastraea cavernosa,25.45079919,2
Palythoa spp,25.45079919,1
Peysonnellia,25.45079919,1
Porifera spp,25.45079919,9
Rhodophyta cru. spp,25.45079919,8
Siderastrea siderea,25.45079919,3
Stephanocoenia intersepta,25.45079919,1
Turf Algae with Sediment,25.45079919,34
1245,16.61159947,12.5
Bare Substrate,16.61159947,19
Cyanophyta spp,16.61159947,7
Dictyota spp,16.61159947,16
MacroOtherCalcareous,16.61159947,15
MacroOtherFleshy,16.61159947,7
Porifera spp,16.61159947,1
Rhodophyta cru. spp,16.61159947,1
Turf Algae with Sediment,16.61159947,34
1254,2.438399922,33.33333333
Bare Substrate,2.438399922,46
MacroOtherFleshy,2.438399922,3
Turf Algae with Sediment,2.438399922,51
1288,17.52599944,12.5
Agaricia agaricites,17.52599944,1
Bare Substrate,17.52599944,13
Dictyota spp,17.52599944,54
Gorgonians,17.52599944,2
Millepora spp,17.52599944,1
Peysonnellia,17.52599944,1
Siderastrea siderea,17.52599944,1
Turf Algae with Sediment,17.52599944,27
1357,14.47799954,9.090909091
Bare Substrate,14.47799954,2
Dictyota spp,14.47799954,27
Encrusting gorgonian,14.47799954,2
Gorgonians,14.47799954,8
MacroOtherCalcareous,14.47799954,7
Millepora spp,14.47799954,3
Porifera spp,14.47799954,16
Rhodophyta cru. spp,14.47799954,2
Siderastrea siderea,14.47799954,3
Stephanocoenia intersepta,14.47799954,1
Turf Algae with Sediment,14.47799954,29
1390,20.57399934,7.142857143
Bare Substrate,20.57399934,7
Dictyota spp,20.57399934,33
Encrusting gorgonian,20.57399934,10
Gorgonians,20.57399934,1
Halimeda spp,20.57399934,1
Lobophora spp,20.57399934,2
MacroOtherFleshy,20.57399934,2
Other species,20.57399934,2
Peysonnellia,20.57399934,1
Porifera spp,20.57399934,8
Siderastrea radians,20.57399934,1
Siderastrea siderea,20.57399934,3
Stephanocoenia intersepta,20.57399934,1
Turf Algae with Sediment,20.57399934,28
1391,22.09799929,9.090909091
Cyanophyta spp,22.09799929,3
Dictyota spp,22.09799929,10
Gorgonians,22.09799929,1
Halimeda spp,22.09799929,4
Lobophora spp,22.09799929,2
Millepora spp,22.09799929,3
Porifera spp,22.09799929,6
Rhodophyta cru. spp,22.09799929,5
Siderastrea radians,22.09799929,1
Stephanocoenia intersepta,22.09799929,3
Turf Algae with Sediment,22.09799929,62
1393,15.39239951,10
Bare Substrate,15.39239951,15
Cliona spp,15.39239951,2
Dictyota spp,15.39239951,29
Encrusting gorgonian,15.39239951,3
Gorgonians,15.39239951,6
MacroOtherCalcareous,15.39239951,1
MacroOtherFleshy,15.39239951,12
Porifera spp,15.39239951,3
Rhodophyta cru. spp,15.39239951,3
Turf Algae with Sediment,15.39239951,26
1394,24.68879921,6.666666667
Agaricia agaricites,24.68879921,1
Agaricia lamarcki,24.68879921,2
Bare Substrate,24.68879921,6
Cliona spp,24.68879921,1
Cyanophyta spp,24.68879921,8
Dictyota spp,24.68879921,30
Encrusting gorgonian,24.68879921,5
Gorgonians,24.68879921,4
Lobophora spp,24.68879921,13
Millepora spp,24.68879921,3
Porifera spp,24.68879921,10
Rhodophyta cru. spp,24.68879921,2
Siderastrea siderea,24.68879921,1
Turf Algae Free of Sediment,24.68879921,2
Turf Algae with Sediment,24.68879921,12
1571,3.809999878,11.33333333
Bare Substrate,3.809999878,59.5
Halimeda spp,3.809999878,3.5
Magnoliophyta spp,3.809999878,1.5
Siderastrea radians,3.809999878,2
Siderastrea siderea,3.809999878,3
Solenastrea bournoni,3.809999878,1.5
Solenastrea hyades,3.809999878,1
Stephanocoenia intersepta,3.809999878,1.5
Turf Algae Free of Sediment,3.809999878,28.5
1572,3.733799881,5.944444444
Agaricia agaricites,3.505199888,1
Bare Substrate,3.733799881,19.5
Dichocoenia stokesii,3.962399873,1
Dictyota spp,3.733799881,14.5
Erythropodium caribaeorum,3.733799881,3
Gorgonians,3.733799881,1.5
Halimeda spp,3.733799881,4
MacroOtherCalcareous,3.505199888,1
MacroOtherFleshy,3.733799881,2
Millepora spp,3.733799881,1.5
Other species,3.962399873,4
Peysonnellia,3.505199888,2
Porifera spp,3.733799881,4
Porites furcata,3.962399873,3
Porites porites,3.962399873,1
Rhodophyta cru. spp,3.505199888,1
Siderastrea siderea,3.733799881,3
Turf Algae Free of Sediment,3.733799881,40
1574,3.784599879,8.875
Bare Substrate,3.809999878,31.5
Cliona spp,4.114799868,3
Gorgonians,4.114799868,1
Halimeda spp,3.809999878,6
Millepora spp,3.809999878,1
Other species,3.809999878,1
Porifera spp,3.505199888,3
Rhodophyta cru. spp,3.505199888,5
Siderastrea siderea,3.809999878,16.5
Solenastrea bournoni,3.505199888,1
Stephanocoenia intersepta,3.809999878,3
Turf Algae Free of Sediment,3.809999878,34.5
1577,2.15537136,7.892857143
Bare Substrate,2.133599932,44
Cyanophyta spp,1.981199937,9
Dichocoenia stokesii,1.981199937,2
Encrusting gorgonian,2.133599932,1.5
Gorgonians,2.285999927,1
Halimeda spp,2.133599932,4.5
Millepora spp,2.285999927,1
Peysonnellia,2.285999927,1
Porifera spp,1.981199937,4
Rhodophyta cru. spp,2.133599932,1
Siderastrea siderea,2.133599932,10.5
Solenastrea bournoni,2.285999927,2
Stephanocoenia intersepta,2.285999927,1
Turf Algae Free of Sediment,2.133599932,28
1579,4.267199863,7.3
Agaricia agaricites,4.267199863,1
Bare Substrate,4.267199863,37
Erythropodium caribaeorum,4.267199863,3.5
Gorgonians,4.267199863,2
Halimeda spp,4.267199863,2.5
Magnoliophyta spp,4.267199863,2
Millepora spp,4.267199863,1.5
Orbicella faveolata,4.267199863,12
Porifera spp,4.267199863,5.5
Porites astreoides,4.267199863,1.5
Porites porites,4.267199863,1
Rhodophyta cru. spp,4.267199863,6.5
Siderastrea siderea,4.267199863,4.5
Solenastrea bournoni,4.267199863,1
Turf Algae Free of Sediment,4.267199863,28
1580,4.343399861,5.526315789
Bare Substrate,4.343399861,25
Dictyota spp,4.343399861,4
Encrusting gorgonian,3.809999878,1
Erythropodium caribaeorum,4.876799844,1
Gorgonians,4.343399861,2
Halimeda spp,4.343399861,3
Lobophora spp,4.343399861,7
MacroOtherCalcareous,4.343399861,1
MacroOtherFleshy,4.343399861,8
Magnoliophyta spp,4.343399861,9.5
Millepora spp,4.343399861,1.5
Other species,3.809999878,1
Palythoa spp,4.876799844,1
Peysonnellia,4.343399861,1.5
Porifera spp,4.343399861,3
Pseudodiploria strigosa,4.876799844,2
Rhodophyta cru. spp,3.809999878,4
Siderastrea siderea,4.343399861,3
Turf Algae Free of Sediment,4.343399861,26.5
1581,4.876799844,5.944444444
Bare Substrate,4.876799844,35
Cyanophyta spp,4.876799844,2
Dichocoenia stokesii,4.876799844,2
Dictyota spp,4.876799844,27.5
Erythropodium caribaeorum,4.876799844,1
Gorgonians,4.876799844,1
Halimeda spp,4.876799844,1.5
MacroOtherFleshy,4.876799844,2.5
Millepora spp,4.876799844,1
Other species,4.876799844,5
Palythoa spp,4.876799844,1
Peysonnellia,4.876799844,1
Porifera spp,4.876799844,4
Rhodophyta cru. spp,4.876799844,3.5
Siderastrea siderea,4.876799844,2
Solenastrea bournoni,4.876799844,1.5
Stephanocoenia intersepta,4.876799844,1
Turf Algae Free of Sediment,4.876799844,14.5
1583,11.42047463,6.65625
Agaricia agaricites,10.82039965,3
Bare Substrate,11.27759964,24
Cyanophyta spp,11.73479962,1
Dictyota spp,11.27759964,18.5
Encrusting gorgonian,11.73479962,2
Erythropodium caribaeorum,11.73479962,1
Gorgonians,11.27759964,3.5
Halimeda spp,11.27759964,1.5
Lobophora spp,11.73479962,3
MacroOtherFleshy,11.27759964,13
Other species,11.27759964,7.5
Porifera spp,11.27759964,3.5
Porites divaricata,11.73479962,1
Porites porites,11.73479962,2
Rhodophyta cru. spp,11.27759964,3.5
Turf Algae Free of Sediment,11.27759964,18.5
1584,2.981324905,6.40625
Bare Substrate,2.971799905,6
Dictyota spp,2.971799905,20
Erythropodium caribaeorum,3.047999902,1
Gorgonians,2.971799905,4
Halimeda spp,2.971799905,5.5
MacroOtherFleshy,3.047999902,1
Millepora spp,3.047999902,1
Other species,2.971799905,5.5
Palythoa spp,2.895599907,2
Peysonnellia,2.971799905,5.5
Porifera spp,2.971799905,6
Porites astreoides,2.971799905,4.5
Porites porites,2.971799905,1.5
Rhodophyta cru. spp,2.971799905,8.5
Siderastrea siderea,2.971799905,1.5
Turf Algae Free of Sediment,2.971799905,29
1588,4.668252482,5.552631579
Acropora cervicornis,4.724399849,1
Agaricia agaricites,4.724399849,2
Bare Substrate,4.648199851,8.5
Dictyota spp,4.648199851,10.5
Encrusting gorgonian,4.648199851,1
Erythropodium caribaeorum,4.648199851,2
Gorgonians,4.648199851,4
Halimeda spp,4.648199851,13
Millepora spp,4.648199851,3
Montastraea cavernosa,4.724399849,2
Other species,4.724399849,2
Palythoa spp,4.648199851,6.5
Peysonnellia,4.648199851,4
Porifera spp,4.648199851,10.5
Porites astreoides,4.724399849,4
Porites furcata,4.648199851,1.5
Rhodophyta cru. spp,4.648199851,7.5
Siderastrea siderea,4.648199851,3.5
Turf Algae Free of Sediment,4.648199851,19
1589,3.962399873,10.25
Bare Substrate,3.962399873,47.5
Dictyota spp,3.962399873,2.5
Gorgonians,3.962399873,1
Halimeda spp,3.962399873,1
MacroOtherFleshy,3.962399873,22.5
Magnoliophyta spp,3.962399873,7
Millepora spp,3.962399873,1
Porifera spp,3.962399873,2
Rhodophyta cru. spp,3.962399873,3.5
Turf Algae Free of Sediment,3.962399873,14.5
1590,4.019549871,7.03125
Bare Substrate,4.038599871,13
Cliona spp,3.962399873,1
Dictyota spp,4.038599871,25.5
Gorgonians,3.962399873,1
Halimeda spp,4.038599871,3.5
Lobophora spp,3.962399873,1
MacroOtherFleshy,4.038599871,5
Millepora spp,4.038599871,1
Orbicella faveolata,3.962399873,17
Other species,4.038599871,4.5
Palythoa spp,4.114799868,3
Peysonnellia,4.038599871,1.5
Porifera spp,4.038599871,2
Rhodophyta cru. spp,4.038599871,4
Siderastrea siderea,3.962399873,2
Turf Algae Free of Sediment,4.038599871,27.5
1591,3.289299895,8.708333333
Bare Substrate,3.276599895,13
Dictyota spp,3.200399898,4
Gorgonians,3.352799893,1
Halimeda spp,3.276599895,16
MacroOtherFleshy,3.352799893,1
Millepora spp,3.352799893,1
Porifera spp,3.200399898,1
Porites astreoides,3.276599895,1.5
Porites furcata,3.352799893,1
Porites porites,3.276599895,1
Rhodophyta cru. spp,3.276599895,6.5
Turf Algae Free of Sediment,3.276599895,57.5
1596,9.829799684,7.133333333
Bare Substrate,9.829799685,9.5
Dictyota spp,9.829799685,54
Erythropodium caribaeorum,10.21079967,2
Gorgonians,9.448799698,3
Helioceris cucullata,9.448799698,1
Lobophora spp,9.829799685,3
MacroOtherCalcareous,10.21079967,2
MacroOtherFleshy,10.21079967,2
Millepora spp,10.21079967,1
Peysonnellia,9.829799685,2.5
Porifera spp,9.829799685,1.5
Porites porites,9.448799698,2
Rhodophyta cru. spp,9.829799685,11.5
Siderastrea siderea,9.448799698,1
Turf Algae Free of Sediment,9.829799685,11
1597,4.31409217,7.961538462
Bare Substrate,4.267199863,7
Dictyota spp,4.267199863,19.5
Gorgonians,4.419599859,1
Halimeda spp,4.267199863,4
MacroOtherFleshy,4.419599859,1
Millepora spp,4.419599859,2
Other species,4.267199863,2
Peysonnellia,4.267199863,2
Porifera spp,4.114799868,1
Porites astreoides,4.419599859,1
Rhodophyta cru. spp,4.267199863,11.5
Siderastrea radians,4.419599859,1
Turf Algae Free of Sediment,4.267199863,50.5
1599,3.418839891,6.9
Bare Substrate,3.42899989,44.5
Cyanophyta spp,3.505199888,2
Dictyota spp,3.42899989,4
Gorgonians,3.42899989,3.5
Halimeda spp,3.42899989,1
MacroOtherCalcareous,3.505199888,1
MacroOtherFleshy,3.42899989,2.5
Magnoliophyta spp,3.352799893,1
Millepora spp,3.42899989,2.5
Other species,3.352799893,1
Porifera spp,3.42899989,4
Porites porites,3.352799893,1
Rhodophyta cru. spp,3.42899989,6
Siderastrea siderea,3.352799893,1
Turf Algae Free of Sediment,3.42899989,28.5
1600,9.296399703,7.884615385
Bare Substrate,9.296399703,23
Dictyota spp,9.296399703,13
Encrusting gorgonian,9.296399703,3.5
Erythropodium caribaeorum,9.296399703,2
Gorgonians,9.296399703,4
Halimeda spp,9.296399703,6.5
Peysonnellia,9.296399703,1.5
Porifera spp,9.296399703,10.5
Porites divaricata,9.296399703,2
Porites furcata,9.296399703,1
Rhodophyta cru. spp,9.296399703,13
Siderastrea siderea,9.296399703,1
Turf Algae Free of Sediment,9.296399703,21.5
1601,6.857999781,7.785714286
Agaricia agaricites,6.857999781,1
Bare Substrate,6.857999781,33.5
Cyanophyta spp,6.857999781,3
Dictyota spp,6.857999781,12.5
Gorgonians,6.857999781,2
Halimeda spp,6.857999781,1
MacroOtherFleshy,6.857999781,4
Millepora spp,6.857999781,3
Palythoa spp,6.857999781,1
Peysonnellia,6.857999781,1
Porifera spp,6.857999781,4
Porites porites,6.857999781,1
Rhodophyta cru. spp,6.857999781,5
Turf Algae Free of Sediment,6.857999781,37
1603,9.661071119,7.428571429
Bare Substrate,9.67739969,19
Dictyota spp,9.67739969,31.5
Gorgonians,9.67739969,1
Halimeda spp,9.601199693,1
Lobophora spp,9.67739969,2.5
MacroOtherFleshy,9.601199693,2
Other species,9.67739969,2.5
Porifera spp,9.67739969,3
Porites astreoides,9.753599688,1
Porites porites,9.67739969,1.5
Rhodophyta cru. spp,9.67739969,6
Siderastrea siderea,9.601199693,3
Stephanocoenia intersepta,9.601199693,1
Turf Algae Free of Sediment,9.67739969,29
1604,8.473439729,7.1
Agaricia agaricites,8.229599737,1
Bare Substrate,8.458199729,6
Dictyota spp,8.458199729,54
Diploria labyrinthiformis,8.229599737,1
Erythropodium caribaeorum,8.458199729,2
Gorgonians,8.458199729,1.5
Halimeda spp,8.686799722,1
Meandrina meandrites,8.686799722,2
Millepora spp,8.229599737,3
Palythoa spp,8.686799722,2
Porifera spp,8.229599737,1
Rhodophyta cru. spp,8.458199729,4.5
Siderastrea siderea,8.686799722,1
Stephanocoenia intersepta,8.686799722,1
Turf Algae Free of Sediment,8.458199729,25.5
1605,9.212178653,5.789473684
Agaricia agaricites,9.296399703,2
Bare Substrate,9.220199705,25.5
Cyanophyta spp,9.220199705,1.5
Dictyota spp,9.220199705,16.5
Erythropodium caribaeorum,9.143999707,1
Gorgonians,9.220199705,1
Halimeda spp,9.143999707,4
MacroOtherCalcareous,9.143999707,1
MacroOtherFleshy,9.143999707,2
Madracis decactis,9.296399703,1
Millepora spp,9.143999707,1
Other species,9.143999707,1
Palythoa spp,9.296399703,3
Porifera spp,9.220199705,7
Porites astreoides,9.296399703,2
Porites porites,9.296399703,1
Rhodophyta cru. spp,9.220199705,8.5
Siderastrea siderea,9.143999707,1
Turf Algae Free of Sediment,9.220199705,30
1612,4.09302844,7.535714286
Bare Substrate,4.114799868,3.5
Cyanophyta spp,3.809999878,1
Dictyota spp,4.114799868,10
Encrusting gorgonian,3.809999878,1
Gorgonians,4.114799868,4.5
Halimeda spp,4.114799868,9.5
Millepora spp,4.114799868,2.5
Orbicella faveolata,4.419599859,3
Palythoa spp,4.419599859,5
Peysonnellia,4.114799868,2
Porifera spp,3.809999878,1
Porites astreoides,4.114799868,1
Rhodophyta cru. spp,4.114799868,14
Turf Algae Free of Sediment,4.114799868,47.5
1617,11.88719962,6.59375
Agaricia agaricites,11.88719962,2
Bare Substrate,11.88719962,12.5
Cyanophyta spp,11.88719962,1
Dictyota spp,11.88719962,28
Erythropodium caribaeorum,11.88719962,1
Gorgonians,11.88719962,2
Halimeda spp,11.88719962,1
Lobophora spp,11.88719962,3
MacroOtherFleshy,11.88719962,22
Millepora spp,11.88719962,1
Other species,11.88719962,3
Peysonnellia,11.88719962,1
Porifera spp,11.88719962,6
Porites furcata,11.88719962,1
Rhodophyta cru. spp,11.88719962,7
Turf Algae Free of Sediment,11.88719962,14
1623,5.181599834,7
Agaricia agaricites,5.181599834,1.5
Bare Substrate,5.181599834,47
Dictyota spp,5.181599834,7
Gorgonians,5.181599834,2
Halimeda spp,5.181599834,1
MacroOtherFleshy,5.181599834,8
Magnoliophyta spp,5.181599834,1
Millepora spp,5.181599834,1
Other species,5.181599834,3
Palythoa spp,5.181599834,1
Porifera spp,5.181599834,6.5
Porites astreoides,5.181599834,1
Porites porites,5.181599834,2
Rhodophyta cru. spp,5.181599834,4
Turf Algae Free of Sediment,5.181599834,19
1624,3.635828455,7.357142857
Agaricia agaricites,3.962399873,2
Bare Substrate,3.581399885,14
Cyanophyta spp,3.581399885,1
Dictyota spp,3.581399885,26
Gorgonians,3.581399885,3.5
Millepora spp,3.962399873,1
Other species,3.200399898,1
Palythoa spp,3.581399885,1.5
Peysonnellia,3.581399885,2.5
Porifera spp,3.581399885,5
Porites astreoides,3.581399885,8
Rhodophyta cru. spp,3.581399885,6
Siderastrea siderea,3.962399873,2
Turf Algae Free of Sediment,3.581399885,29.5
1626,3.705224882,6.5625
Bare Substrate,3.733799881,2
Cyanophyta spp,3.733799881,1
Dictyota spp,3.733799881,26.5
Gorgonians,3.733799881,2
Halimeda spp,3.733799881,4.5
MacroOtherFleshy,3.733799881,3.5
Millepora spp,3.733799881,3
Other species,3.733799881,3.5
Palythoa spp,3.505199888,3
Peysonnellia,3.733799881,2
Porifera spp,3.733799881,2
Porites astreoides,3.505199888,5
Pseudodiploria strigosa,3.962399873,1
Rhodophyta cru. spp,3.733799881,1
Siderastrea siderea,3.505199888,1
Turf Algae Free of Sediment,3.733799881,44
1627,1.676399946,12.6875
Bare Substrate,1.676399946,3.5
Dictyota spp,1.676399946,5
Halimeda spp,1.676399946,2
MacroOtherCalcareous,1.676399946,3
MacroOtherFleshy,1.676399946,38
Peysonnellia,1.676399946,1
Rhodophyta cru. spp,1.676399946,5
Turf Algae Free of Sediment,1.676399946,44
1628,8.879839716,6.9
Bare Substrate,8.839199717,17.5
Dictyota spp,8.839199717,21.5
Erythropodium caribaeorum,8.839199717,2.5
Gorgonians,8.839199717,3
Lobophora spp,8.839199717,6.5
Millepora spp,8.839199717,1.5
Montastraea cavernosa,9.143999707,1
Other species,9.143999707,3
Peysonnellia,8.839199717,2
Porifera spp,8.839199717,5.5
Porites astreoides,8.839199717,1
Porites divaricata,9.143999707,2
Rhodophyta cru. spp,8.839199717,4
Siderastrea siderea,8.534399727,1
Turf Algae Free of Sediment,8.839199717,31.5
1629,5.63879982,11.11111111
Bare Substrate,5.63879982,13
Dictyota spp,5.63879982,23
Gorgonians,5.63879982,5
Lobophora spp,5.63879982,1
MacroOtherFleshy,5.63879982,10
Magnoliophyta spp,5.63879982,9
Millepora spp,5.63879982,1
Porifera spp,5.63879982,4
Turf Algae with Sediment,5.63879982,34
1630,2.529839919,20.1
Bare Substrate,2.51459992,35.5
MacroOtherCalcareous,2.590799917,1
MacroOtherFleshy,2.51459992,43
Rhodophyta cru. spp,2.51459992,1
Turf Algae Free of Sediment,2.51459992,20
1631,4.864099844,8.708333333
